Chromosome,-log10(P-value),Log2 Fold Change,Gene,Ensembl ID
chr20,4.168,3.634,DIDO1,ENSG00000101191.17_4
chr12,3.682,3.633,VPS37B,ENSG00000139722.7_7
chr12,6.68,3.633,PTPN11,ENSG00000179295.17_3
chr18,14.264,3.633,TIMM21,ENSG00000075336.12_4
chr5,5.095,3.633,CXXC5,ENSG00000171604.12_4
chr6,21.539,3.633,CD164,ENSG00000135535.17_6
chr1,12.654,3.631,DEGS1,ENSG00000143753.13_4
chrX,17.833,3.631,DDX3X,ENSG00000215301.10_8
chr7,400.0,3.631,ZC3HAV1,ENSG00000105939.13_5
chr1,5.718,3.631,GALNT2,ENSG00000143641.10_3
chr6,12.618,3.63,TMEM30A,ENSG00000112697.17_5
chr19,6.16,3.628,ZNF805,ENSG00000204524.7_3
chr7,9.186,3.628,RAC1,ENSG00000136238.18_4
chr6,7.716,3.628,NUS1,ENSG00000153989.8_3
chr11,8.406,3.628,STT3A,ENSG00000134910.14_6
chr7,400.0,3.627,ZC3HAV1,ENSG00000105939.13_5
chr6,19.792,3.627,TXNDC5,ENSG00000239264.9_5
chr14,4.713,3.626,JKAMP,ENSG00000050130.18_5
chr20,8.401,3.626,RAB22A,ENSG00000124209.4_3
chr20,7.919,3.626,CSNK2A1,ENSG00000101266.19_7
chr16,4.498,3.626,PSMD7,ENSG00000103035.11_3
chr1,4.898,3.626,LRRC8B,ENSG00000197147.13_5
chr15,4.898,3.626,IREB2,ENSG00000136381.13_4
chr12,4.898,3.626,NEMP1,ENSG00000166881.10_7
chr17,6.942,3.624,HELZ,ENSG00000198265.12_6
chr2,11.928,3.624,CUL3,ENSG00000036257.13_5
chr17,6.68,3.624,MAP2K4,ENSG00000065559.15_4
chr9,3.925,3.624,AGTPBP1,ENSG00000135049.15_5
chr6,4.655,3.623,SFT2D1,ENSG00000198818.10_4
chr5,5.247,3.623,RNF130,ENSG00000113269.14_6
chr10,8.999,3.623,FAM171A1,ENSG00000148468.17_4
chr1,17.174,3.622,SKI,ENSG00000157933.10_3
chr17,3.655,3.62,CBX8,ENSG00000141570.11_5
chr16,3.199,3.62,EARS2,ENSG00000103356.16_4
chr5,3.655,3.62,ISOC1,ENSG00000066583.12_5
chr9,4.876,3.62,PTAR1,ENSG00000188647.13_5
chr10,6.68,3.619,FAM171A1,ENSG00000148468.17_4
chr4,12.256,3.618,DHX15,ENSG00000109606.13_4
chr5,3.44,3.618,RNF130,ENSG00000113269.14_6
chr22,6.453,3.618,YWHAH,ENSG00000128245.15_6
chr8,5.185,3.618,RB1CC1,ENSG00000023287.13_7
chr7,400.0,3.618,ZC3HAV1,ENSG00000105939.13_5
chr11,12.135,3.618,SNORD15A,ENSG00000206941.1
chr4,17.234,3.618,MRFAP1,ENSG00000179010.14_2
chr21,17.011,3.617,APP,ENSG00000142192.21_7
chr6,13.538,3.617,TXNDC5,ENSG00000239264.9_5
chr12,19.609,3.616,ZNF664,ENSG00000179195.16_4
chr19,11.565,3.615,HNRNPUL1,ENSG00000105323.17_5
chr7,400.0,3.614,ZC3HAV1,ENSG00000105939.13_5
chr1,5.379,3.614,ATP6V0B,ENSG00000117410.14_4
chr10,7.716,3.613,FAM171A1,ENSG00000148468.17_4
chr17,6.68,3.612,FOXK2,ENSG00000141568.21_5
chr1,3.346,3.612,CD46,ENSG00000117335.19_4
chr10,11.75,3.611,LARP4B,ENSG00000107929.15_3
chr6,9.035,3.611,TMEM30A,ENSG00000112697.17_5
chr17,5.27,3.611,MSI2,ENSG00000153944.11_7
chr8,4.898,3.609,WWP1,ENSG00000123124.14_3
chr6,5.474,3.609,TMEM170B,ENSG00000205269.6_3
chr15,11.923,3.608,HACD3,ENSG00000074696.13_4
chr6,30.742,3.608,TXNDC5,ENSG00000239264.9_5
chr4,11.929,3.607,TMEM33,ENSG00000109133.13_3
chr2,20.381,3.607,CUL3,ENSG00000036257.13_5
chr11,18.613,3.607,APLP2,ENSG00000084234.17_5
chr11,3.872,3.607,STT3A,ENSG00000134910.14_6
chr19,8.249,3.605,ELAVL1,ENSG00000066044.15_5
chrX,10.117,3.605,PRDX4,ENSG00000123131.13_3
chr8,7.199,3.604,INTS10,ENSG00000104613.12_4
chr1,7.199,3.604,SLC16A1,ENSG00000155380.11_8
chr14,11.75,3.603,PSEN1,ENSG00000080815.19_6
chr4,4.055,3.603,N4BP2,ENSG00000078177.14_4
chr11,46.364,3.603,SNORD15B,ENSG00000207445.1
chr3,12.175,3.603,MBNL1,ENSG00000152601.17_5
chr18,6.471,3.603,ONECUT2,ENSG00000119547.6_4
chr12,6.16,3.602,TXNRD1,ENSG00000198431.16_6
chr15,5.718,3.602,BNIP2,ENSG00000140299.12_6
chr12,3.925,3.602,SLC38A2,ENSG00000134294.14_5
chr20,3.083,3.602,AL035458.1,ENSG00000236456.1_5
chr8,3.561,3.602,EXTL3,ENSG00000012232.9_3
chr5,7.43,3.602,TMED7,ENSG00000134970.14_6
chr2,4.661,3.602,ARL6IP6,ENSG00000177917.10_2
chr9,3.925,3.602,ZBTB34,ENSG00000177125.5_3
chr1,16.973,3.602,ATP1A1,ENSG00000163399.16_4
chr2,12.836,3.602,PPP4R3B,ENSG00000275052.5_6
chr13,3.083,3.602,UBL3,ENSG00000122042.10_4
chr14,7.245,3.601,BTBD7,ENSG00000011114.15_7
chr22,5.229,3.601,MIEF1,ENSG00000100335.15_7
chr3,3.199,3.601,SRPRB,ENSG00000144867.12_5
chr19,29.406,3.601,RPS16,ENSG00000105193.9_4
chr20,21.32,3.601,RPS21,ENSG00000171858.18_3
chr14,13.013,3.601,HECTD1,ENSG00000092148.13_7
chr7,400.0,3.6,ZC3HAV1,ENSG00000105939.13_5
chr15,5.142,3.6,UBE3A,ENSG00000114062.20_8
chr21,5.142,3.6,RCAN1,ENSG00000159200.18_4
chr20,7.405,3.6,PRNP,ENSG00000171867.17_4
chr7,400.0,3.599,ZC3HAV1,ENSG00000105939.13_5
chrX,13.199,3.599,DDX3X,ENSG00000215301.10_8
chr1,6.473,3.598,PTP4A2,ENSG00000184007.21_7
chr16,14.291,3.598,ARL6IP1,ENSG00000170540.15_5
chr1,4.713,3.598,CD46,ENSG00000117335.19_4
chr3,3.44,3.598,PLOD2,ENSG00000152952.12_6
chr5,10.247,3.597,ETF1,ENSG00000120705.13_5
chr1,11.161,3.597,RO60,ENSG00000116747.12_5
chrX,17.266,3.596,DDX3X,ENSG00000215301.10_8
chr9,15.156,3.594,SURF4,ENSG00000148248.14_4
chr8,4.411,3.594,DERL1,ENSG00000136986.10_4
chr18,4.411,3.594,TXNL4A,ENSG00000141759.15_4
chr10,25.649,3.593,TM9SF3,ENSG00000077147.16_7
chr13,9.338,3.593,STK24,ENSG00000102572.14_5
chr5,22.558,3.592,RPL37,ENSG00000145592.14_6
chr1,6.731,3.591,GALNT2,ENSG00000143641.10_3
chr15,6.16,3.591,COX5A,ENSG00000178741.12_4
chr1,7.186,3.591,LRRC47,ENSG00000130764.10_4
chr14,14.447,3.591,DICER1,ENSG00000100697.14_5
chr3,3.682,3.591,SEC61A1,ENSG00000058262.10_3
chr1,4.014,3.591,ARID1A,ENSG00000117713.20_6
chr4,10.218,3.591,TMEM33,ENSG00000109133.13_3
chr3,4.135,3.591,SLC33A1,ENSG00000169359.16_7
chr8,12.961,3.59,PRKDC,ENSG00000253729.8_4
chr8,8.041,3.589,AGPAT5,ENSG00000155189.12_5
chr7,11.242,3.588,KDELR2,ENSG00000136240.10_5
chr1,24.191,3.587,RAB4A,ENSG00000168118.12_4
chr14,12.188,3.587,CNIH1,ENSG00000100528.12_5
chr11,9.105,3.587,RBM14-RBM4|RBM4,ENSG00000248643.5_4||ENSG00000173933.20_4
chrX,14.992,3.585,TBL1X,ENSG00000101849.17_7
chr12,4.875,3.585,ESYT1,ENSG00000139641.12_3
chr18,4.888,3.584,B4GALT6,ENSG00000118276.11_3
chr7,400.0,3.582,ZC3HAV1,ENSG00000105939.13_5
chrX,3.395,3.581,OGT,ENSG00000147162.14_3
chr2,3.609,3.581,RRM2,ENSG00000171848.15_5
chr4,3.872,3.581,CLOCK,ENSG00000134852.15_5
chr9,10.672,3.581,GNAQ,ENSG00000156052.11_6
chr4,3.199,3.581,SLC30A9,ENSG00000014824.14_4
chrX,3.199,3.581,AC097263.1,ENSG00000228519.3_5
chr1,6.421,3.579,SDE2,ENSG00000143751.10_4
chr12,5.64,3.577,VPS37B,ENSG00000139722.7_7
chr1,3.346,3.577,UTP11,ENSG00000183520.12_4
chr2,3.346,3.577,NCKAP1,ENSG00000061676.15_5
chr12,3.346,3.577,RAB21,ENSG00000080371.6_3
chr8,3.346,3.577,TNKS,ENSG00000173273.16_3
chr10,10.478,3.576,HELLS,ENSG00000119969.15_4
chr1,15.362,3.574,ARF1,ENSG00000143761.16_4
chr3,4.898,3.573,RFT1,ENSG00000163933.10_7
chr3,12.704,3.573,OPA1,ENSG00000198836.10_5
chr8,4.741,3.573,WWP1,ENSG00000123124.14_3
chr5,5.229,3.572,SFXN1,ENSG00000164466.13_6
chr16,4.655,3.572,PSMD7,ENSG00000103035.11_3
chr10,5.142,3.572,BLOC1S2,ENSG00000196072.12_6
chr12,8.666,3.571,BRI3BP,ENSG00000184992.13_6
chr8,4.055,3.571,DLC1,ENSG00000164741.15_10
chr8,3.558,3.571,UBXN2B,ENSG00000215114.9_3
chr6,17.629,3.571,CD164,ENSG00000135535.17_6
chr8,10.976,3.571,AGPAT5,ENSG00000155189.12_5
chr9,3.083,3.568,PTPN3,ENSG00000070159.14_4
chr10,3.083,3.568,NCOA4,ENSG00000266412.5_3
chr12,32.668,3.568,UBC,ENSG00000150991.15_8
chr3,4.398,3.568,ATP11B,ENSG00000058063.16_5
chr4,3.107,3.568,ELOVL6,ENSG00000170522.9_3
chr4,5.71,3.568,PAQR3,ENSG00000163291.14_4
chrX,33.659,3.567,DDX3X,ENSG00000215301.10_8
chr21,13.017,3.565,RRP1B,ENSG00000160208.13_3
chr16,14.193,3.564,GDE1,ENSG00000006007.12_4
chr5,15.687,3.563,LMAN2,ENSG00000169223.15_6
chr8,6.805,3.562,CNOT7,ENSG00000198791.12_4
chr9,13.313,3.562,NRARP,ENSG00000198435.4_4
chr6,11.946,3.562,HDAC2,ENSG00000196591.12_5
chr8,6.266,3.561,INTS10,ENSG00000104613.12_4
chr15,4.876,3.559,PCSK6,ENSG00000140479.17_5
chr1,70.66,3.558,RPL5,ENSG00000122406.14_5
chr14,12.961,3.558,RPS29,ENSG00000213741.10_6
chr4,9.156,3.557,DANCR,ENSG00000226950.7_6
chr8,5.64,3.555,SLC7A2,ENSG00000003989.17_6
chr7,11.523,3.555,MTPN,ENSG00000105887.11_5
chr1,17.392,3.555,HEATR1,ENSG00000119285.11_5
chr14,3.925,3.555,PSMB5,ENSG00000100804.19_5
chr19,3.925,3.555,CNN2,ENSG00000064666.15_6
chr3,5.64,3.555,TMEM39A,ENSG00000176142.13_5
chr5,4.898,3.554,BRIX1,ENSG00000113460.13_3
chr9,3.872,3.554,GNAQ,ENSG00000156052.11_6
chrX,7.186,3.554,USP9X,ENSG00000124486.13_5
chr8,9.448,3.554,YTHDF3,ENSG00000185728.17_7
chr3,6.227,3.553,SEC61A1,ENSG00000058262.10_3
chr11,13.774,3.552,RBM14,ENSG00000239306.4_3
chr12,5.9,3.552,RPS26,ENSG00000197728.11_6
chr14,8.487,3.551,BTBD7,ENSG00000011114.15_7
chr12,3.687,3.55,SLC38A2,ENSG00000134294.14_5
chr13,9.883,3.55,DIS3,ENSG00000083520.15_4
chr1,7.458,3.55,SDE2,ENSG00000143751.10_4
chr9,8.855,3.55,GNAQ,ENSG00000156052.11_6
chr16,10.218,3.549,USP7,ENSG00000187555.16_7
chr14,6.06,3.548,MAX,ENSG00000125952.20_7
chr9,7.77,3.548,SURF4,ENSG00000148248.14_4
chr1,6.982,3.548,MANEAL,ENSG00000185090.14_3
chr7,4.872,3.548,HIPK2,ENSG00000064393.16_5
chr2,8.679,3.548,KCMF1,ENSG00000176407.18_4
chr7,5.875,3.548,TRA2A,ENSG00000164548.11_4
chr2,11.49,3.547,UXS1,ENSG00000115652.14_3
chr1,11.888,3.546,RAB4A,ENSG00000168118.12_4
chr11,5.474,3.545,RPS13,ENSG00000110700.7_5
chr10,9.186,3.545,CCDC6,ENSG00000108091.11_4
chr17,9.701,3.544,RNASEK,ENSG00000219200.6
chr10,11.161,3.543,ZNF503,ENSG00000165655.17_5
chr10,7.473,3.543,ZMYND11,ENSG00000015171.19_3
chr12,5.142,3.542,C12orf49,ENSG00000111412.6_5
chr2,3.744,3.542,SPOPL,ENSG00000144228.9_4
chr8,6.453,3.542,DERL1,ENSG00000136986.10_4
chr19,3.395,3.542,AC022149.1,ENSG00000269378.1_5
chr7,400.0,3.541,ZC3HAV1,ENSG00000105939.13_5
chr5,36.137,3.54,RPL37,ENSG00000145592.14_6
chr9,20.685,3.54,SURF4,ENSG00000148248.14_4
chr16,16.143,3.54,USP7,ENSG00000187555.16_7
chr15,3.137,3.54,CHSY1,ENSG00000131873.7_5
chr11,3.137,3.54,VPS26B,ENSG00000151502.11_3
chr7,3.346,3.54,KIAA1549,ENSG00000122778.9_3
chr16,3.456,3.539,HSDL1,ENSG00000103160.12_5
chr16,14.509,3.539,CNOT1,ENSG00000125107.18_5
chr15,4.713,3.538,MAPK6,ENSG00000069956.12_4
chr7,3.01,3.538,BAIAP2L1,ENSG00000006453.14_5
chr7,5.386,3.538,CUX1,ENSG00000257923.11_6
chr1,13.199,3.536,SLC16A1,ENSG00000155380.11_8
chr12,27.748,3.535,CD63,ENSG00000135404.11_5
chr10,4.273,3.535,ABLIM1,ENSG00000099204.20_7
chr12,6.697,3.535,VPS37B,ENSG00000139722.7_7
chr6,34.378,3.534,H4C5,ENSG00000276966.2_3
chr16,3.44,3.533,CMTM4,ENSG00000183723.12_4
chr4,3.083,3.533,NSD2,ENSG00000109685.18_5
chr12,8.406,3.533,CBX5,ENSG00000094916.16_6
chr15,3.083,3.533,ST20-AS1,ENSG00000259642.2_6
chr2,4.135,3.533,RAB1A,ENSG00000138069.18_5
chr1,3.083,3.533,KRTCAP2,ENSG00000163463.11_4
chr7,400.0,3.532,ZC3HAV1,ENSG00000105939.13_5
chr17,10.659,3.531,USP22,ENSG00000124422.12_6
chr17,3.925,3.531,KLHL11,ENSG00000178502.6_4
chr14,9.575,3.531,CALM1,ENSG00000198668.12_5
chr16,6.498,3.53,GAN,ENSG00000261609.7_6
chr11,20.865,3.53,RPS13|SNORD14B,ENSG00000201403.1||ENSG00000110700.7_5
chr6,10.428,3.53,HBS1L,ENSG00000112339.15_7
chr17,6.498,3.53,P4HB,ENSG00000185624.15_4
chr5,50.672,3.53,RPL37,ENSG00000145592.14_6
chr10,7.186,3.53,CCDC6,ENSG00000108091.11_4
chr16,5.9,3.528,MT2A,ENSG00000125148.7_3
chr1,7.67,3.528,FBXO28,ENSG00000143756.12_3
chr2,7.958,3.527,CUL3,ENSG00000036257.13_5
chr1,3.346,3.527,ADGRL2,ENSG00000117114.19_7
chr11,10.538,3.527,SRSF8,ENSG00000263465.4_2
chr1,20.391,3.526,RAB4A,ENSG00000168118.12_4
chr19,13.173,3.526,ILF3,ENSG00000129351.17_5
chr11,4.655,3.526,AASDHPPT,ENSG00000149313.11_3
chr2,8.163,3.523,SPOPL,ENSG00000144228.9_4
chr1,6.94,3.522,IARS2,ENSG00000067704.10_3
chr8,5.142,3.522,ZNF395,ENSG00000186918.14_6
chr2,17.027,3.522,GORASP2,ENSG00000115806.13_3
chr1,6.729,3.522,UBE4B,ENSG00000130939.20_6
chrX,5.386,3.522,MMGT1,ENSG00000169446.5_3
chrM,12.836,3.522,MT-RNR2,ENSG00000210082.2
chr22,6.473,3.522,DDX17,ENSG00000100201.21_6
chr15,5.64,3.522,IREB2,ENSG00000136381.13_4
chr7,400.0,3.522,ZC3HAV1,ENSG00000105939.13_5
chr22,37.774,3.521,MIF,ENSG00000240972.2_5
chr2,3.346,3.521,USP34,ENSG00000115464.15_5
chr7,400.0,3.521,ZC3HAV1,ENSG00000105939.13_5
chr15,3.558,3.52,BNIP2,ENSG00000140299.12_6
chr6,11.705,3.518,TMEM30A,ENSG00000112697.17_5
chr22,10.428,3.517,NUP50,ENSG00000093000.19_4
chr21,6.68,3.517,CXADR,ENSG00000154639.19_3
chr17,13.603,3.517,EIF1,ENSG00000173812.11_4
chr9,5.123,3.517,SLC27A4,ENSG00000167114.13_4
chr10,6.627,3.517,FAM171A1,ENSG00000148468.17_4
chr7,4.923,3.517,NUP205,ENSG00000155561.15_4
chr19,20.495,3.516,HNRNPUL1,ENSG00000105323.17_5
chr19,16.579,3.516,PTBP1,ENSG00000011304.20_7
chr5,8.487,3.516,HINT1,ENSG00000169567.12_4
chr11,6.985,3.515,IPO7,ENSG00000205339.10_3
chr1,7.186,3.515,SFT2D2,ENSG00000213064.10_3
chr19,6.498,3.515,ZNF507,ENSG00000168813.17_4
chr18,7.974,3.515,TXNL4A,ENSG00000141759.15_4
chr20,4.225,3.515,CSNK2A1,ENSG00000101266.19_7
chr1,3.609,3.515,ABCB10,ENSG00000135776.5_4
chr10,21.943,3.515,EIF3A,ENSG00000107581.13_4
chr12,6.453,3.515,C12orf49,ENSG00000111412.6_5
chr12,11.888,3.514,CD63,ENSG00000135404.11_5
chr8,17.533,3.513,AGPAT5,ENSG00000155189.12_5
chr17,10.428,3.513,CLTC,ENSG00000141367.12_5
chr2,13.981,3.513,ACSL3,ENSG00000123983.14_3
chr8,11.222,3.512,AGPAT5,ENSG00000155189.12_5
chr8,14.734,3.512,CNOT7,ENSG00000198791.12_4
chr1,4.168,3.512,PSMB2,ENSG00000126067.12_4
chr10,7.898,3.512,USP6NL,ENSG00000148429.14_3
chr17,4.168,3.512,MSI2,ENSG00000153944.11_7
chr14,8.975,3.511,BTBD7,ENSG00000011114.15_7
chr17,5.9,3.51,RPA1,ENSG00000132383.12_3
chr12,5.229,3.51,ARID2,ENSG00000189079.17_5
chr22,5.963,3.51,NF2,ENSG00000186575.18_4
chr3,4.135,3.51,EIF4BP8,ENSG00000243918.1_4
chr1,3.083,3.509,CLIC4,ENSG00000169504.15_4
chr5,5.379,3.509,AC113404.3,ENSG00000254893.6_3
chr21,6.208,3.508,SLC19A1,ENSG00000173638.19_6
chr20,8.496,3.508,SNX5,ENSG00000089006.16_4
chr15,9.023,3.507,ANP32A,ENSG00000140350.15_5
chr13,12.509,3.507,IRS2,ENSG00000185950.9_4
chr4,21.991,3.507,AC098591.3,ENSG00000250568.1_6
chr1,66.795,3.506,RPL5,ENSG00000122406.14_5
chrX,6.94,3.506,KLHL15,ENSG00000174010.9_3
chr7,8.956,3.506,HIPK2,ENSG00000064393.16_5
chr10,6.697,3.506,NHLRC2,ENSG00000196865.4_3
chr3,5.103,3.506,TASOR,ENSG00000163946.13_5
chr14,5.123,3.506,CALM1,ENSG00000198668.12_5
chr7,400.0,3.506,ZC3HAV1,ENSG00000105939.13_5
chr12,5.718,3.506,CCT2,ENSG00000166226.13_3
chr10,3.774,3.506,LIPA,ENSG00000107798.18_5
chr7,6.73,3.505,HOXA3,ENSG00000105997.22_5
chr1,10.25,3.504,FBXO28,ENSG00000143756.12_3
chr7,400.0,3.503,ZC3HAV1,ENSG00000105939.13_5
chr22,25.944,3.502,EIF3L,ENSG00000100129.18_7
chr1,3.137,3.501,SLC39A1,ENSG00000143570.18_6
chr5,3.346,3.501,SLC35A4,ENSG00000176087.15_4
chr3,3.346,3.501,FGD5-AS1,ENSG00000225733.6_8
chr5,3.346,3.501,CDC42SE2,ENSG00000158985.13_2
chr16,3.137,3.501,ZNF771,ENSG00000179965.12_3
chr4,3.346,3.501,CLCN3,ENSG00000109572.14_7
chr8,5.142,3.501,DERL1,ENSG00000136986.10_4
chr7,400.0,3.499,ZC3HAV1,ENSG00000105939.13_5
chr19,4.186,3.497,ZBTB7A,ENSG00000178951.9_5
chr7,400.0,3.497,ZC3HAV1,ENSG00000105939.13_5
chr17,3.682,3.497,HS3ST3B1,ENSG00000125430.9_4
chr10,8.709,3.496,HNRNPH3,ENSG00000096746.17_2
chr13,4.136,3.496,UBL3,ENSG00000122042.10_4
chr12,7.561,3.496,TUBA1C,ENSG00000167553.15_3
chr1,3.199,3.496,OTUD3,ENSG00000169914.6_3
chr21,6.266,3.496,TTC3,ENSG00000182670.13_3
chr6,3.784,3.496,ADCY10P1,ENSG00000161912.18_4
chr10,3.199,3.496,PIP4K2A,ENSG00000150867.14_7
chr14,4.898,3.495,FLRT2,ENSG00000185070.11_4
chr8,10.429,3.495,TUSC3,ENSG00000104723.21_4
chr22,10.247,3.493,NUP50,ENSG00000093000.19_4
chr12,8.975,3.493,LEMD3,ENSG00000174106.3_4
chr1,14.193,3.492,CLSTN1,ENSG00000171603.18_4
chr9,8.866,3.492,MAPKAP1,ENSG00000119487.17_7
chr8,8.744,3.491,TUSC3,ENSG00000104723.21_4
chr5,8.407,3.491,SMAD5,ENSG00000113658.18_5
chr8,8.43,3.491,AGPAT5,ENSG00000155189.12_5
chr1,16.398,3.489,RAB4A,ENSG00000168118.12_4
chr2,11.077,3.489,FAM168B,ENSG00000152102.18_4
chr17,8.163,3.489,PSME3,ENSG00000131467.11_5
chr4,13.603,3.489,SETD7,ENSG00000145391.13_4
chr10,7.226,3.489,GHITM,ENSG00000165678.21_4
chr17,11.004,3.488,USP22,ENSG00000124422.12_6
chr17,3.332,3.488,CDK12,ENSG00000167258.14_6
chr6,4.411,3.487,ADCY10P1,ENSG00000161912.18_4
chr6,4.655,3.487,,
chr19,3.744,3.487,ZNF577,ENSG00000161551.14_3
chr17,5.877,3.487,SNORD42A,ENSG00000238649.1
chr8,19.838,3.487,RRS1,ENSG00000179041.4_4
chr5,3.609,3.487,MARCHF6,ENSG00000145495.16_5
chrX,3.285,3.487,PHF6,ENSG00000156531.16_3
chr12,8.956,3.487,INTS13,ENSG00000064102.15_4
chr5,3.44,3.487,NKX2-5,ENSG00000183072.10_6
chr11,5.446,3.487,PRDX5,ENSG00000126432.14_3
chr5,4.741,3.486,RNF130,ENSG00000113269.14_6
chr12,4.741,3.486,TULP3,ENSG00000078246.17_4
chr7,400.0,3.486,ZC3HAV1,ENSG00000105939.13_5
chr8,4.661,3.485,CTSB,ENSG00000164733.21_5
chr2,8.29,3.485,HDLBP,ENSG00000115677.17_7
chr8,11.158,3.485,TUSC3,ENSG00000104723.21_4
chr22,8.163,3.484,CERK,ENSG00000100422.14_4
chr3,3.083,3.484,SACM1L,ENSG00000211456.13_5
chr16,4.498,3.484,USP31,ENSG00000103404.14_5
chr1,4.711,3.484,EPRS1,ENSG00000136628.18_4
chr2,5.386,3.484,EN1,ENSG00000163064.7_3
chr14,9.186,3.484,MARK3,ENSG00000075413.18_6
chr19,6.177,3.484,TCF3,ENSG00000071564.16_8
chr7,400.0,3.483,ZC3HAV1,ENSG00000105939.13_5
chr21,19.08,3.482,RRP1B,ENSG00000160208.13_3
chr21,15.362,3.482,TTC3,ENSG00000182670.13_3
chr1,10.128,3.481,RO60,ENSG00000116747.12_5
chr17,6.942,3.481,ANKFY1,ENSG00000185722.18_6
chr8,21.501,3.48,ZNF703,ENSG00000183779.7_3
chr10,5.379,3.48,PIP4K2A,ENSG00000150867.14_7
chrX,6.421,3.479,RLIM,ENSG00000131263.13_4
chr18,3.925,3.479,CHMP1B,ENSG00000255112.3_4
chr9,5.142,3.479,ZBTB6,ENSG00000186130.5_4
chr17,5.279,3.478,MSI2,ENSG00000153944.11_7
chrpToto1101,400.0,3.477,,
chr22,12.574,3.477,EIF3L,ENSG00000100129.18_7
chr12,3.083,3.477,TCTN2,ENSG00000168778.12_3
chr7,29.292,3.476,YBX1P2,ENSG00000231167.3_4
chr7,400.0,3.476,ZC3HAV1,ENSG00000105939.13_5
chr2,6.9,3.476,NCKAP1,ENSG00000061676.15_5
chr19,70.399,3.476,CIRBP,ENSG00000099622.14_7
chr9,18.717,3.475,MAPKAP1,ENSG00000119487.17_7
chr1,13.532,3.475,GALNT2,ENSG00000143641.10_3
chr1,6.73,3.475,EPRS1,ENSG00000136628.18_4
chr18,5.512,3.475,CABLES1,ENSG00000134508.12_3
chr1,4.898,3.474,TP53BP2,ENSG00000143514.17_6
chr4,3.346,3.474,AP1AR,ENSG00000138660.12_5
chr3,9.693,3.474,HACD2,ENSG00000206527.10_6
chr7,29.292,3.473,YBX1P2,ENSG00000231167.3_4
chr2,3.199,3.473,ITM2C,ENSG00000135916.16_6
chr16,11.67,3.473,ZDHHC7,ENSG00000153786.12_6
chr8,9.883,3.473,AGPAT5,ENSG00000155189.12_5
chr2,22.887,3.472,CUL3,ENSG00000036257.13_5
chr1,3.682,3.472,SLC2A1,ENSG00000117394.23_7
chr19,7.919,3.472,PTPRS,ENSG00000105426.16_5
chr21,8.822,3.472,PTTG1IP,ENSG00000183255.12_5
chr20,8.709,3.472,RAB22A,ENSG00000124209.4_3
chr20,5.551,3.472,NORAD,ENSG00000260032.2_5
chr20,3.332,3.471,FAM217B,ENSG00000196227.11_5
chr7,400.0,3.471,ZC3HAV1,ENSG00000105939.13_5
chr2,8.688,3.471,CUL3,ENSG00000036257.13_5
chr2,3.925,3.471,GTF3C2,ENSG00000115207.13_6
chr4,10.897,3.471,SETD7,ENSG00000145391.13_4
chr5,27.508,3.47,HNRNPA0,ENSG00000177733.7_4
chr15,21.501,3.47,HACD3,ENSG00000074696.13_4
chr14,6.498,3.468,BTBD7,ENSG00000011114.15_7
chr5,6.498,3.468,DCP2,ENSG00000172795.16_3
chr7,9.249,3.468,ASNS,ENSG00000070669.17_5
chr6,14.487,3.466,SNORD101,ENSG00000206754.1
chr10,6.94,3.466,FAM171A1,ENSG00000148468.17_4
chr5,3.456,3.465,PANK3,ENSG00000120137.7_5
chr12,7.186,3.465,TMBIM6,ENSG00000139644.13_8
chr1,400.0,3.463,YBX1,ENSG00000065978.19_4
chr11,5.142,3.463,SESN3,ENSG00000149212.12_5
chr1,7.226,3.463,ADAM15,ENSG00000143537.13_3
chr17,3.44,3.462,CPD,ENSG00000108582.12_7
chr3,4.985,3.462,GSK3B,ENSG00000082701.15_6
chr17,3.44,3.462,GGNBP2,ENSG00000278311.5_5
chr6,7.421,3.461,H2AC4,ENSG00000278463.1_3
chr7,400.0,3.461,ZC3HAV1,ENSG00000105939.13_5
chr22,10.428,3.461,NUP50,ENSG00000093000.19_4
chr3,5.084,3.461,OPA1,ENSG00000198836.10_5
chr9,3.137,3.46,UGCG,ENSG00000148154.10_3
chr16,3.137,3.46,KARS1,ENSG00000065427.14_7
chr7,5.142,3.457,TTC26,ENSG00000105948.13_3
chrX,3.274,3.457,MTMR1,ENSG00000063601.17_6
chr20,6.625,3.457,CSNK2A1,ENSG00000101266.19_7
chr6,3.083,3.457,PTK7,ENSG00000112655.16_7
chr7,7.919,3.457,KDELR2,ENSG00000136240.10_5
chr13,3.083,3.457,TM9SF2,ENSG00000125304.10_5
chr17,4.411,3.457,NPLOC4,ENSG00000182446.14_5
chr6,6.625,3.457,TXNDC5,ENSG00000239264.9_5
chr2,4.67,3.457,LAPTM4A,ENSG00000068697.7_4
chr8,5.142,3.457,AGO2,ENSG00000123908.12_5
chr3,3.609,3.457,ZMAT3,ENSG00000172667.11_5
chr15,7.199,3.457,HACD3,ENSG00000074696.13_4
chr6,3.083,3.457,DUSP22,ENSG00000112679.14_4
chr6,8.666,3.456,SEC63,ENSG00000025796.14_4
chr7,21.9,3.456,LUZP6,ENSG00000267697.2_7
chr12,31.416,3.455,TUBA1B,ENSG00000123416.15_7
chr15,8.406,3.455,RPL5P1,ENSG00000241061.3_4
chr15,8.406,3.455,RPL5P1,ENSG00000241061.3_4
